Area_SqFt,Bedrooms,Full_Bathrooms,Half_Bathrooms,Location,Year_Built,Garage_Area,Basement_Area,Luxury_Score,Price
2775,4,4,0,Premium,2019.0,0.0,0.0,57.0,1703584.5552606045
1982,3,2,0,Suburbs,1962.0,373.4649864263736,1119.6548971953061,73.0,688392.0636696401
2203,2,2,1,Downtown,2019.0,297.179072096737,908.5946179197337,84.0,1180570.2597121783
3086,4,3,0,Rural,1969.0,418.05596934333414,0.0,87.0,516236.98895534314
2921,2,1,0,Premium,1997.0,386.99587696219334,1019.4670195170173,24.0,1355582.0595629066
2629,4,3,1,Rural,,253.35297442677916,1002.9638103845799,37.0,483777.89860717335
600,2,2,1,Rural,1964.0,644.7833272555331,277.4040215387875,87.0,363407.596015626
1858,3,2,0,Suburbs,1981.0,323.21973983597235,793.3144978149743,91.0,686002.4429323619
3590,3,2,0,Downtown,1979.0,610.758337840434,0.0,72.0,1341548.2597226838
3643,3,2,1,Standard,2018.0,0.0,1879.4115957269782,63.0,1100623.1613859215
2036,3,2,0,Downtown,2016.0,357.5381389602625,0.0,38.0,869250.7673049202
2889,4,3,1,Downtown,1996.0,229.54956652660138,0.0,43.0,1162144.605013
3280,3,1,2,Suburbs,2014.0,399.3621854920087,0.0,30.0,695779.4936444376
1353,2,2,0,Rural,1977.0,536.8035506482458,381.3727598287071,90.0,335639.4166527324
1781,3,2,1,Standard,1992.0,274.39268734756376,449.9007296749966,41.0,650953.8437333654
1564,3,2,1,Standard,1968.0,371.1545223577559,516.1650791712465,3.0,516980.87865940714
1007,3,2,1,Standard,1996.0,370.7058130305702,330.02584030733743,44.0,506135.8654993066
956,2,2,1,Suburbs,2003.0,394.85300038752865,253.0114360823667,34.0,510297.878843289
2549,3,1,1,Standard,1985.0,357.13529259454657,0.0,23.0,592561.8936252221
1421,3,1,1,Downtown,1970.0,388.16099863381663,312.04316097707795,55.0,844050.4055604715
3330,2,1,1,Downtown,2011.0,288.15692992417394,0.0,25.0,1014322.9758788695
1531,1,1,0,Suburbs,2003.0,295.4381630798955,437.40699666396597,91.0,537312.7554696121
2557,2,1,1,Premium,1961.0,371.8235769904314,1098.1630142081556,,1091253.7922980806
2091,2,2,0,Suburbs,2010.0,0.0,0.0,23.0,523465.7877715854
2636,2,1,0,Standard,1985.0,334.0220105349391,0.0,59.0,692263.5278791097
2438,3,2,2,Standard,2018.0,291.33403598450866,921.4184647569982,57.0,874269.728698216
2133,2,2,0,Suburbs,2017.0,529.2473293484729,730.9971296478874,4.0,549210.0883735245
2346,5,3,0,Suburbs,1967.0,480.60481374022373,883.2108447813389,80.0,838561.7867569532
2197,4,3,0,Downtown,1991.0,259.684689181194,720.0590840995524,87.0,1258859.6130387464
2254,2,2,1,Standard,2013.0,366.47394095552346,1253.8805099872231,38.0,794005.8231216104
1250,4,3,1,Standard,1965.0,523.3234648985745,586.3710986923232,52.0,685882.934256331
2382,3,2,1,Suburbs,1963.0,253.4983457038968,1062.7053348859288,,571834.7903010399
1744,2,2,1,Premium,1996.0,0.0,0.0,37.0,936345.7442464025
3012,4,4,0,Standard,1979.0,506.0588287601805,1146.739346252962,16.0,1012559.3213447358
1831,3,2,1,Suburbs,2002.0,556.4298114339413,0.0,10.0,545814.0238281036
2186,4,3,0,Rural,1997.0,0.0,773.0102619480749,77.0,542646.0441237648
3370,3,2,1,Suburbs,2020.0,,0.0,35.0,832672.1814412875
2467,2,2,1,Standard,2024.0,0.0,0.0,87.0,839505.1513738118
2953,2,1,1,Rural,2003.0,443.02957642290255,1185.2006439654929,28.0,77383.25307045698
1655,3,1,1,Standard,2020.0,317.67192105516204,590.5991021097971,70.0,726499.0281762523
3342,3,2,0,Standard,1969.0,506.99472649309484,1583.1388600868013,13.0,932151.9472782045
2025,1,1,0,Downtown,1996.0,373.6930473518529,631.2509435764694,98.0,1022582.3764813389
2559,1,1,1,Standard,2018.0,407.3946137825738,1250.9069711549537,23.0,714901.084188295
2340,2,1,1,Standard,2012.0,407.30258273523157,1099.0633770415811,82.0,874273.7526885577
2731,4,3,0,Suburbs,2018.0,362.3818589184052,1057.8793504766356,10.0,741150.4293285265
1943,3,2,0,Suburbs,1988.0,523.2423628355745,669.3540926420867,64.0,692996.9439959041
2631,3,2,0,Premium,2017.0,626.2504147086594,924.1101363004268,60.0,1680405.1615941573
2400,1,1,1,Suburbs,1961.0,419.6668294267651,874.8460254449279,48.0,508292.7999846289
2614,1,1,1,Downtown,1969.0,656.4558850910996,1243.76057122457,98.0,1173267.9762122321
1327,3,1,0,Standard,2018.0,303.1137740106555,342.6292940835639,41.0,531297.7434102927
1812,4,2,1,Premium,,354.8747069567452,0.0,13.0,1046273.882812383
2426,3,2,0,Rural,2005.0,425.93375271815387,734.207276430596,36.0,488889.46011951065
3066,3,2,0,Suburbs,1982.0,150.0,0.0,13.0,642769.9640438326
2235,4,3,1,Suburbs,2016.0,347.47134544689976,986.6631440770034,67.0,810776.8769932805
3529,3,2,1,Standard,2022.0,268.27955228718895,0.0,70.0,1065330.4683566557
1248,4,3,0,Standard,1983.0,507.6897078733997,0.0,90.0,800094.3528025539
600,4,3,0,Standard,1976.0,784.1946665156659,200.0,52.0,541751.220691969
2257,4,2,0,Standard,1985.0,295.4452795952708,0.0,12.0,673470.4686052331
2169,3,2,0,Standard,2017.0,488.78678593668826,951.5749245583536,79.0,960881.2074538196
3391,1,1,0,Rural,2010.0,464.3091989941102,0.0,18.0,443983.5567254387
2368,2,1,0,Standard,2025.0,460.75444066662897,730.0127359192315,56.0,737438.0471451504
2220,4,2,0,Suburbs,2011.0,425.43106153274294,0.0,16.0,536912.4592460257
2417,3,2,0,Suburbs,2022.0,413.19464162114133,931.5185892743345,78.0,820570.2543884129
600,2,1,2,Standard,1964.0,298.64327047619616,200.0,3.0,186034.98985300877
1079,3,2,1,Standard,2002.0,354.81712839202265,527.4375061573921,58.0,649683.5966069084
2852,1,1,1,Rural,1981.0,454.08700238294523,817.2672390733887,57.0,454229.9567016159
2156,3,1,0,Premium,2008.0,150.0,1357.4129278338607,88.0,1503639.5589327505
1832,2,2,0,Suburbs,2015.0,150.0,0.0,59.0,527396.277298669
2511,2,2,1,Standard,1990.0,230.33653822467372,0.0,87.0,816853.8790649395
3181,5,3,2,Rural,2015.0,233.32520516500216,0.0,63.0,562579.0592033942
2476,2,1,0,Premium,2006.0,485.9087978994733,0.0,64.0,1358797.9040274678
1276,2,2,1,Standard,2020.0,421.7723044255533,0.0,4.0,489101.84143356024
2778,4,3,0,Standard,2010.0,333.22892310529875,934.8669743835289,46.0,953045.4864947887
1477,2,1,0,Rural,2017.0,470.9822813511383,759.4300745192984,89.0,403624.0880502521
2505,3,2,1,Downtown,2009.0,569.9263317569342,1236.1992986408534,26.0,1092722.581002752
1662,4,2,0,Standard,1996.0,714.5690818559541,0.0,99.0,801939.5107516779
2257,2,2,0,Rural,1994.0,412.24670635273804,0.0,30.0,403124.0531280185
2214,1,1,0,Standard,2008.0,344.83966250860504,814.3575099744746,28.0,612179.9650665784
2145,3,2,0,Downtown,1977.0,533.9260831478945,958.2673254361725,15.0,889630.8162567646
1814,3,1,1,Suburbs,1975.0,370.2315340683946,0.0,6.0,364803.5126411721
1696,2,1,0,Standard,2009.0,159.15498954058185,1086.9889722270063,64.0,670278.489080992
2610,3,2,2,Suburbs,2022.0,608.6088893712147,0.0,97.0,869549.6829093436
2189,2,2,0,Downtown,2003.0,294.0664968897885,991.2557038552445,38.0,948687.6522290221
968,3,2,1,Suburbs,2005.0,0.0,637.6550955061231,35.0,422438.4326735237
2440,1,1,0,Premium,1996.0,0.0,868.7591438919673,91.0,1384742.982827416
1551,2,1,0,Standard,2006.0,319.13340089475264,636.08690143952,86.0,691717.421101585
1946,3,2,1,Downtown,2012.0,534.5061667553055,0.0,46.0,989638.2468845468
1793,4,3,0,Rural,1962.0,504.6081218067902,0.0,14.0,445622.99922813894
1221,4,4,2,Downtown,1993.0,285.7816664854224,0.0,26.0,880442.9271801614
1755,1,1,1,Standard,2010.0,336.49337646463954,0.0,,507839.0342085512
1394,4,4,1,Downtown,2009.0,,908.6167211523074,6.0,893437.1116487327
2062,1,1,1,Suburbs,2019.0,0.0,0.0,74.0,533102.8996767018
2436,3,2,1,Suburbs,1975.0,429.0882919722303,939.8146833997187,48.0,666745.8141770943
1774,3,1,1,Downtown,1987.0,434.9931372336069,861.5541718251691,99.0,1074601.8974558567
1780,5,3,1,Standard,1963.0,464.0185289887967,792.256483235441,17.0,734290.299233353
2200,3,2,1,Premium,2012.0,0.0,0.0,25.0,1157086.5024419439
2542,3,2,1,Suburbs,2022.0,412.49419563202116,0.0,7.0,615899.3317263318
2956,2,2,0,Standard,1997.0,439.5799031354418,0.0,100.0,895499.1087723258
2997,2,2,1,Standard,2021.0,450.2827519326058,0.0,8.0,672467.4415766872
2399,2,2,0,Suburbs,,329.7476967160826,563.0747343600984,25.0,520694.5709357405
1688,4,3,0,Suburbs,1993.0,302.4187005937646,635.8436333234529,47.0,640969.4351162787
1978,3,1,0,Suburbs,1962.0,0.0,1379.7505292010874,16.0,402810.5480001217
4376,1,1,0,Premium,1969.0,429.1942866876117,1600.7255407159037,92.0,1900085.6771499068
1708,2,2,0,Standard,2013.0,562.2371092547173,666.4580285721956,17.0,593099.8434589858
1525,2,2,2,Standard,1986.0,240.59495867081512,0.0,35.0,565871.930311808
1582,2,2,0,Suburbs,1985.0,508.91912820255607,400.2365994678005,64.0,579335.7979337828
1524,3,1,1,Suburbs,1992.0,772.6216121118005,644.7507303376171,49.0,564140.4477697406
2754,1,1,1,Rural,1968.0,150.0,1351.8297826037806,50.0,467286.4623683173
2053,5,4,1,Suburbs,2008.0,326.97671912225536,909.4208968734042,1.0,720140.0988509117
1880,3,2,0,Suburbs,2018.0,0.0,646.3838719793308,88.0,696561.2500419444
2183,3,2,0,Standard,2019.0,169.53104446808172,919.4118242165908,78.0,894037.8788363928
1881,2,1,0,Standard,1988.0,241.0722122958735,497.56050391183953,46.0,559511.1527759307
1672,4,2,1,Downtown,2019.0,301.2836785925851,724.3107940319724,50.0,1032894.5853255274
2729,3,2,0,Standard,2015.0,411.2277718323427,1012.0174852763931,70.0,996986.6736450625
860,3,2,0,Suburbs,2021.0,263.9906551974859,0.0,29.0,446974.49063809466
1912,2,2,0,Rural,2013.0,565.544036566718,0.0,1.0,325986.6486988452
2675,3,2,1,Standard,2022.0,220.44174927603842,1204.3700614350387,37.0,934286.0726692851
1394,3,1,1,Standard,2005.0,254.60812024834522,0.0,6.0,463365.89380655554
3004,1,1,0,Standard,1993.0,469.51905334993256,1242.9319396988983,66.0,822166.1233585451
2038,4,4,0,Standard,1993.0,511.94747838386894,931.8101461927771,87.0,1055841.980965413
1293,3,1,2,Suburbs,1977.0,683.6094772891045,453.9446913618166,47.0,554238.8348367264
2840,4,4,1,Suburbs,2010.0,445.9684480974353,1148.9647797510881,69.0,903674.9083306093
1344,1,1,1,Standard,1979.0,447.7382869875141,425.9444807583894,63.0,508489.45732856705
2073,2,1,1,Standard,1994.0,250.00794598099264,0.0,12.0,506607.53328616644
820,3,2,1,Standard,2014.0,569.0921685148104,587.6326302887808,36.0,562020.1257082701
2565,3,1,0,Standard,1974.0,502.94328125977205,0.0,8.0,617019.8277286906
1268,4,2,0,Downtown,1997.0,222.90609320573338,921.9328350867511,,832138.1980910862
1470,3,2,1,Suburbs,,530.226321933384,901.9269009155428,69.0,645912.3591249613
2926,2,1,0,Suburbs,1995.0,0.0,0.0,66.0,601327.5595000816
2559,3,2,1,Downtown,1960.0,441.1322552695251,1023.4353622272197,89.0,1245336.765231072
2077,4,3,0,Rural,2005.0,,887.0421059911756,91.0,483031.2327196838
2867,2,2,0,Suburbs,2013.0,598.411424781968,967.3413637151559,92.0,817605.4179209807
1846,3,2,1,Standard,,333.7464843357279,0.0,25.0,565522.8651107728
2800,2,2,0,Downtown,1984.0,293.45936525321383,848.4735110102185,82.0,1281921.9622114175
2136,4,3,0,Rural,1994.0,557.9604576392369,771.16904057741,25.0,500764.8875492098
1522,3,2,0,Standard,1984.0,,853.8842122917333,71.0,738840.4958051125
2848,2,2,1,Standard,2025.0,341.6183282204854,1113.8141599857056,95.0,1054160.740293036
2018,3,1,0,Rural,2008.0,444.0680032412084,782.6227916046174,16.0,392806.67127051344
3003,2,2,1,Suburbs,1991.0,0.0,0.0,86.0,683002.0840487855
1512,3,2,2,Downtown,1985.0,669.5524774746931,582.0359347632834,30.0,913829.221346371
2616,3,2,1,Standard,1977.0,507.57549619199347,1093.8696238979062,13.0,789113.1559943387
1709,1,1,0,Downtown,2021.0,344.82050594552743,0.0,33.0,648828.8580280782
2682,3,2,0,Suburbs,1999.0,410.6045532497259,884.483406706515,45.0,738499.9278774487
2004,3,2,0,Downtown,2010.0,358.2798492565274,717.6460575266375,76.0,1163377.4394778644
1779,3,1,1,Suburbs,2019.0,767.321845861034,475.39899831381103,26.0,555139.0940780065
2633,3,2,1,Suburbs,1963.0,410.46710533228276,944.4120466056813,97.0,798992.2840337863
2386,3,1,0,Standard,2025.0,420.91227390196093,1004.5089256646728,34.0,788004.9445334981
2213,5,3,1,Suburbs,1970.0,150.0,880.6372611904154,84.0,786891.9707705474
2259,3,1,1,Rural,1975.0,559.156278877537,764.0674307973882,14.0,392455.4369507376
3460,2,2,2,Suburbs,2015.0,641.5114184784474,1370.7720895907053,71.0,953743.286009184
1901,2,1,1,Standard,1969.0,860.7005052409003,785.2317207694432,54.0,696055.6500398499
3250,2,2,1,Standard,1969.0,201.91055653800996,1026.249092880794,1.0,731061.1581060746
2788,3,2,1,Rural,1976.0,303.1226517558972,0.0,51.0,492897.92279077525
2500,3,2,0,Premium,1985.0,468.2567641363333,985.5189705364205,9.0,1296122.358404627
2749,3,1,0,Suburbs,2009.0,356.289045797666,1075.2139172836005,99.0,760783.1029676914
1930,2,2,1,Standard,1974.0,150.0,574.6452763652946,39.0,658143.3089754342
2174,1,1,1,Rural,1966.0,0.0,794.7790944872161,34.0,323469.59190200653
1597,3,2,2,Suburbs,,528.535790575765,765.6505752942853,12.0,440124.10010531923
2228,4,2,0,Premium,1995.0,0.0,0.0,19.0,1083179.4214325303
3460,3,2,0,Premium,2005.0,,1434.4731848366148,48.0,1818345.6644902732
2089,1,1,1,Standard,1971.0,0.0,932.3960323932381,14.0,489207.30261604843
1829,2,1,0,Standard,1974.0,324.71588275034946,742.0956114340902,56.0,554993.5382497034
1747,3,1,0,Suburbs,1981.0,255.16374906852417,0.0,95.0,513841.30806961097
1462,3,2,1,Standard,2001.0,425.05646562537163,859.2727890530341,81.0,796133.6803067065
2883,3,2,0,Premium,2022.0,448.67564835562195,1485.8062756423697,2.0,222197.4913880975
2329,3,2,0,Rural,1968.0,242.32545904747093,0.0,22.0,354294.11763117363
2242,5,3,0,Downtown,1960.0,772.5648988881262,970.6789722039885,90.0,1352189.9919609437
2149,3,2,0,Rural,1971.0,459.7349177038409,0.0,60.0,404714.24384655355
2056,3,1,0,Suburbs,1996.0,534.8562299255686,869.2627977223109,48.0,590807.612522246
1971,3,2,1,Downtown,2020.0,0.0,857.7066293638492,70.0,1077914.3121427828
2846,3,2,1,Standard,1993.0,0.0,1252.1928769672668,75.0,968831.5502281621
1618,1,1,1,Premium,1972.0,357.5060560873432,307.58477041608717,25.0,837102.6122324095
1128,2,2,1,Standard,1992.0,0.0,515.988556143654,5.0,432178.9089974877
8472,2,1,0,Premium,2017.0,292.4104141233479,0.0,15.0,1137138.9488211889
2963,1,1,1,Downtown,2010.0,321.68047206613784,1148.0129167724126,83.0,1246356.7361323505
2426,2,2,1,Rural,2007.0,314.2392126662216,910.5609699661358,60.0,480107.396572025
2518,3,2,1,Standard,1976.0,452.05994083004157,1192.7947074840088,60.0,875500.8471233017
2156,3,2,1,Downtown,2022.0,0.0,1141.2678104109377,82.0,1248568.4119039949
3486,2,2,0,Standard,1999.0,531.3257574766616,0.0,41.0,877529.3182109015
1165,5,2,1,Rural,2023.0,0.0,646.743672209984,40.0,420203.0411354005
2495,3,2,1,Standard,2005.0,248.35045598859892,1076.9942563380932,10.0,708770.0622323699
3094,3,2,1,Rural,1981.0,433.7225105037212,902.616720416356,30.0,551917.7956853693
2589,4,3,0,Premium,2021.0,295.17007293370096,970.7134836503028,76.0,1850054.5812421464
2590,3,2,1,Standard,2023.0,527.4184382656497,0.0,69.0,925147.0233298925
2102,2,2,0,Downtown,1993.0,626.8352365998397,0.0,97.0,1085169.3131710915
2786,3,2,1,Standard,2022.0,335.35842992721587,755.1670681662838,15.0,833770.302516658
2103,3,2,1,Standard,1974.0,237.08354705115624,721.6109070751734,76.0,796577.5768009019
2199,4,3,0,Premium,2014.0,153.06379763406233,723.9016869763303,57.0,1567912.9278337818
2524,3,1,0,Standard,,425.58490401551893,0.0,,646784.0356069594
2157,3,2,0,Downtown,2025.0,0.0,616.9610095242937,16.0,910049.8068901005
1591,1,1,0,Premium,2017.0,509.65562880783034,1000.7790631852042,68.0,1129816.7279442044
2300,4,2,1,Standard,2007.0,352.21499979087514,987.5520639870622,54.0,839053.714612551
1031,2,1,1,Downtown,1974.0,641.1106824735143,227.1628247151974,54.0,689809.8235000108
1659,2,1,1,Suburbs,2015.0,380.09773304201565,899.3448173171244,52.0,500793.88098428666
3174,5,3,0,Standard,1998.0,302.1402309306283,1031.148518201242,30.0,1087409.4673813614
2299,2,2,0,Standard,2013.0,385.9568021394083,844.7090170597241,68.0,834647.4475860464
2382,2,1,1,Rural,1986.0,398.8653010488026,0.0,51.0,1395737.5298655664
1147,3,1,0,Suburbs,2008.0,207.3445887536239,689.2466771129232,55.0,459954.23354732996
1848,2,2,0,Rural,1984.0,0.0,970.0712572304851,92.0,422000.67994021886
1147,5,2,1,Downtown,2001.0,658.2946432198263,376.55863788583684,11.0,922937.1980845283
2066,5,3,0,Standard,1970.0,293.0833172758609,1093.7188151089,63.0,891153.2391437528
1566,2,2,1,Standard,2022.0,150.0,0.0,14.0,531835.1805222249
3715,3,2,1,Downtown,2000.0,0.0,1886.3151490259497,87.0,1531211.4517822776
2318,3,2,2,Rural,1998.0,294.42501128958054,682.0416518436546,21.0,419056.78150064056
1292,4,3,0,Premium,2005.0,372.5024736965044,0.0,32.0,1160964.8715199833
2607,5,3,1,Rural,1999.0,150.0,895.8179698734141,8.0,506766.87769271154
1661,3,2,0,Standard,1991.0,505.65079017213935,820.4995041375721,50.0,676163.3442699583
2035,1,1,0,Rural,1970.0,525.8871768085893,0.0,41.0,333140.35651538696
3010,2,2,1,Standard,1987.0,0.0,1102.0170996323454,27.0,779696.5415047099
2529,3,1,0,Downtown,1994.0,320.64630240418336,810.1650528584701,68.0,1134194.3168339792
2942,4,3,1,Standard,2015.0,719.1877112135885,1201.1183079148025,26.0,1129086.617442972
2614,3,1,0,Standard,1963.0,504.1030130591113,1197.216002059468,5.0,637994.2697528113
2753,4,3,1,Standard,2007.0,0.0,0.0,33.0,829442.2128103288
1564,3,2,1,Premium,2007.0,424.76493272398386,415.11480795146554,43.0,1161613.6759703825
2333,2,1,0,Premium,1963.0,522.6529469581831,742.6063481335191,68.0,1239791.49626408
2036,2,2,1,Downtown,2013.0,440.68172129199604,850.2637002319607,20.0,899873.568443191
1778,4,3,0,Standard,1976.0,468.375651758221,736.9527472696866,19.0,658487.2917772505
2096,4,3,1,Rural,1994.0,476.609809920384,0.0,44.0,438771.55737395014
1787,2,1,0,Premium,1995.0,473.9881264289548,504.9570461985671,90.0,1281212.7545284533
1416,2,2,0,Rural,1975.0,373.68123474373556,823.7597705451802,73.0,314481.9925473743
1198,3,2,0,Standard,1997.0,600.0158749049448,492.2336682166404,63.0,698181.5113136516
2041,1,1,2,Rural,1974.0,611.5468459885968,977.7548071424778,30.0,366825.3151303895
2159,2,2,0,Suburbs,,0.0,0.0,57.0,549146.1760778034
1864,4,4,0,Suburbs,1995.0,638.9278096557981,710.1941088170366,64.0,771234.3629938621
1977,4,2,0,Suburbs,2025.0,540.3241593817668,0.0,,710938.1903443091
2390,3,2,0,Suburbs,1964.0,562.9795836848233,1094.1564652961265,68.0,720885.4030165214
1256,4,2,0,Standard,2015.0,515.2175428646041,270.0705228725718,23.0,620928.7343647415
2974,4,4,2,Standard,1981.0,321.36573278431183,1103.7451554253646,54.0,1128116.6425366914
3113,4,3,1,Standard,2017.0,468.20091114138705,0.0,78.0,1179612.0968683602
1624,2,2,1,Suburbs,1983.0,471.4397525884834,0.0,6.0,438064.1640335497
1364,2,2,0,Suburbs,,345.0820465936979,433.47502312495976,91.0,634882.2277140851
3232,3,1,1,Premium,1975.0,536.5691653677761,1363.5359191011412,59.0,1683783.2914722103
1266,3,2,0,Standard,2004.0,481.4477803586658,0.0,69.0,712453.0010077707
2878,3,2,0,Suburbs,1972.0,567.1351520113907,0.0,53.0,750429.6279895882
1697,2,2,1,Standard,2014.0,535.9421680264031,0.0,14.0,514760.06762865337
2042,1,1,0,Rural,1969.0,,893.2014410905526,81.0,408839.1928914361
2826,2,2,0,Standard,1998.0,300.2550233020005,1534.9732236733585,21.0,856112.0451634943
1606,3,2,1,Suburbs,1978.0,150.0,836.8104025847783,36.0,493317.5975955131
1994,3,2,0,Rural,2022.0,394.8614771343988,0.0,31.0,407875.5324401831
2411,3,1,0,Suburbs,1970.0,428.85533905562664,870.0310757688991,80.0,692331.8817180742
1715,3,2,0,Suburbs,1996.0,415.7739972776818,854.4137720755803,94.0,730295.803980234
2489,3,1,0,Suburbs,,0.0,0.0,86.0,669661.5796054751
2580,3,2,0,Rural,2016.0,532.0321209436265,0.0,90.0,531515.9053936882
748,3,1,0,Suburbs,1994.0,150.0,200.0,32.0,333097.46461830946
1326,5,3,2,Suburbs,1985.0,364.47732354447123,0.0,38.0,588961.8105430931
2433,4,2,1,Standard,2014.0,680.0846930771213,0.0,64.0,922226.3469842554
2217,2,1,0,Suburbs,1979.0,322.65489488795095,905.5665890771138,62.0,612307.5634560023
907,4,3,0,Downtown,1965.0,209.2683891809849,428.53564846961655,63.0,887689.9135292134
1070,4,3,1,Standard,2014.0,338.30801135041924,577.3992076710695,79.0,795386.4462625894
2968,3,2,0,Suburbs,2013.0,150.0,934.5848698948158,49.0,777205.532657185
1882,3,1,1,Suburbs,2016.0,546.2660714933213,888.3533132361607,27.0,635946.8000356596
2618,4,2,0,Standard,1971.0,292.80807818135554,0.0,64.0,823736.9467512763
3365,2,2,0,Rural,1976.0,360.1715707849977,1384.7256501836528,32.0,519435.29185663373
1873,4,3,0,Suburbs,1988.0,472.3059695829474,700.9730111224194,48.0,652781.5415010005
2705,3,1,0,Premium,2011.0,150.0,936.070719587684,23.0,1387233.4240859533
1699,3,2,1,Premium,2013.0,493.69099673414166,661.8335718310174,45.0,1302812.6139852353
600,3,2,1,Suburbs,1976.0,371.7284771658263,222.19989267830587,58.0,1520973.6853954075
3154,3,1,1,Standard,2016.0,174.57974330423954,1078.9901632006538,79.0,1018770.7321773794
1323,4,3,1,Standard,1980.0,199.25040597693047,603.5633621989446,42.0,720183.4757153421
2266,3,2,2,Suburbs,2004.0,563.0373426683501,984.6163018833436,28.0,694743.2749861047
2232,2,1,0,Premium,1994.0,278.1295251561499,1110.1636060137782,30.0,1128697.0234314576
2271,2,2,2,Standard,2019.0,317.9068175191941,0.0,8.0,627615.2621696811
2644,2,2,0,Standard,1966.0,359.41948942581,1028.4605200556891,15.0,677656.796237805
1509,2,1,0,Suburbs,1962.0,171.7850528628539,407.92141197452935,83.0,505318.92119366943
1523,3,2,0,Standard,1986.0,0.0,643.3151162954046,40.0,567044.9074853482
2373,1,1,1,Suburbs,1993.0,504.78632212930296,702.8262891686779,60.0,599556.4873917283
2160,4,2,0,Suburbs,2005.0,412.6511548297317,660.6210971524797,23.0,500669.5803901979
1408,3,2,0,Rural,1970.0,427.19067392710826,717.4788869780632,10.0,350212.73878550297
1609,3,2,0,Suburbs,2009.0,363.801791809322,959.9508315154965,57.0,591571.4754290831
1837,2,2,1,Rural,1994.0,469.11832723921015,0.0,32.0,388360.7863132248
2727,3,2,1,Standard,1975.0,437.74808034798303,1318.5277899374269,41.0,938835.7534831334
2774,3,1,2,Standard,1990.0,561.4996977253408,0.0,28.0,738756.5516793247
1813,3,2,1,Standard,1982.0,372.1394854872252,535.3764743440024,62.0,704345.4816309722
1808,3,2,0,Suburbs,1996.0,509.3112379698639,738.3802045768737,72.0,699392.7580139677
2290,1,1,0,Suburbs,1990.0,0.0,976.4541025909034,13.0,445315.7685287616
2349,3,1,1,Suburbs,2010.0,0.0,1266.0490517797732,4.0,555120.4295581998
1730,4,4,0,Rural,1961.0,405.9245141803284,907.9966339268403,13.0,422572.5287627003
1215,1,1,0,Standard,2001.0,0.0,324.35090140239527,81.0,479652.26498660183
2018,4,4,1,Standard,2020.0,350.34217468744635,1043.5792905543872,34.0,949592.3701322959
2029,4,3,0,Standard,1989.0,577.7043696821504,0.0,11.0,679802.4682106029
2499,3,2,0,Premium,1981.0,291.2988682476543,774.8234455735591,3.0,1129919.1297335473
1565,4,2,0,Standard,1962.0,381.92224384312095,759.9175381796356,56.0,684031.1099168243
2793,4,3,0,Premium,1996.0,0.0,1029.655629606819,46.0,1652328.878916727
2245,3,2,0,Rural,,,963.7318996344629,55.0,502423.55652248353
1209,4,3,0,Rural,1992.0,509.75084899313674,534.085751443156,22.0,348869.6623887499
1286,2,1,1,Suburbs,2008.0,566.9501048708021,343.0774712899977,50.0,480876.11045491515
949,3,1,2,Standard,1960.0,422.97897108371166,211.43743968804355,15.0,376064.7604837739
2407,4,2,2,Suburbs,2000.0,0.0,1004.2651668387284,95.0,796230.2964500848
4005,3,2,0,Suburbs,2010.0,395.78135140872484,1560.2765526724254,87.0,958361.3558047413
3306,4,3,0,Premium,1999.0,0.0,1389.2138724322776,91.0,7216230.295866547
3700,5,3,0,Suburbs,2007.0,254.7874616269258,0.0,78.0,978099.8542366364
2342,3,1,2,Suburbs,2013.0,579.6241774846545,1247.4494373377509,29.0,731668.6430697074
2039,2,2,2,Suburbs,1999.0,337.32647217859284,687.4971551288039,85.0,685625.2069827738
3456,3,1,1,Suburbs,1960.0,471.7335910243935,0.0,76.0,684310.6786602872
1323,3,1,0,Premium,2007.0,0.0,379.97279586081913,49.0,917950.3352901329
1773,2,2,1,Suburbs,2009.0,219.3869574743205,644.4994661150055,77.0,584386.144473291
1207,1,1,1,Downtown,2004.0,609.5415184349232,0.0,45.0,707553.7198891422
1817,3,2,0,Standard,1977.0,554.7123859651011,0.0,34.0,650777.99300213
2066,5,3,0,Standard,1964.0,504.1145120217635,893.6245805891145,59.0,914215.5245840931
2071,4,3,0,Premium,1966.0,338.1921595322617,0.0,13.0,1151437.1727782935
2114,4,4,1,Suburbs,2006.0,150.0,439.2352887355718,16.0,730791.972706933
2507,1,1,1,Suburbs,1964.0,533.9583890066555,1060.4979688532494,96.0,652971.5663922487
2728,1,1,1,Standard,1996.0,287.5499573581129,1018.7516604485241,18.0,681835.6376412597
1174,2,2,2,Suburbs,2017.0,487.9679695500415,532.8871366852904,91.0,669319.0751695693
2283,2,2,0,Downtown,2022.0,358.8832786928918,0.0,72.0,1085776.6470383792
1940,3,1,0,Rural,2023.0,322.4904343717219,802.2305410754943,65.0,532636.9712174619
2795,3,2,2,Standard,1990.0,508.8885417472603,1227.3009907216826,59.0,987807.6071013478
3066,2,2,1,Suburbs,,469.490435372128,881.0327703959697,62.0,861121.6245932627
1091,1,1,0,Suburbs,2009.0,653.2467717179322,0.0,68.0,492252.2707821566
887,1,1,0,Standard,1962.0,211.8398410408748,0.0,58.0,310495.7447160955
2202,4,4,1,Premium,1960.0,,1149.291977881342,,1846995.1944060999
2702,2,2,1,Standard,2012.0,369.63352387249967,0.0,60.0,806892.3327339459
